,Order_ID,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Pickup_Time,Weather,Traffic,Delivery_Time
740,jalm371553895,26.849596,75.800512,26.899596,75.850512,21:25:00,Fog,Jam ,120
741,btum518016074,12.986047,80.218114,13.026047,80.258114,12:45:00,Windy,High ,115
742,jckm395946685,12.337928,76.617889,12.397928,76.677889,21:45:00,Cloudy,Jam ,135
743,ijnm558562404,27.157772,78.04725,27.207772,78.09725,17:25:00,Cloudy,Medium ,60
744,iuav518324369,12.316967,76.603067,12.426967,76.713067,23:30:00,Sunny,Low ,140
745,jzgr611176036,12.975377,77.696664,13.105377,77.826664,21:00:00,Sandstorms,Jam ,85
746,dhev987075905,26.846156,75.8023,26.896156,75.8523,23:00:00,Sunny,Low ,55
747,rjlc354628588,22.515082,88.36783,22.525082,88.37783,11:35:00,Fog,High ,140
748,liiv859791787,13.045479,80.23311,13.095479,80.28311,20:00:00,Sunny,Jam ,80
749,oyiz385884654,22.310526,73.170937,22.370526,73.230937,23:20:00,Sunny,Low ,90
750,pvxf103210713,18.55144,73.804855,18.59144,73.844855,16:25:00,Fog,Medium ,75
751,ctac199591737,11.006686,76.951736,11.076686,77.021736,20:45:00,Fog,Jam ,150
752,dnnl731928453,22.745049,75.892471,22.855049,76.002471,18:30:00,Sandstorms,Medium ,145
753,ynjq484341844,30.335259,78.053162,30.395259,78.113162,20:55:00,Sandstorms,Jam ,140
754,xkal637280153,19.121999,72.908493,19.191999,72.978493,0:00:00,Sunny,Low ,85
755,xqtr036106841,0.0,0.0,0.06,0.06,17:40:00,Sunny,Medium ,110
756,ugzg714619732,12.933298,77.614293,12.973298,77.654293,13:45:00,Cloudy,High ,110
757,bguq961758853,26.90294,75.793007,27.03294,75.923007,18:30:00,Stormy,Medium ,155
758,aykg167786390,12.939496,77.625999,13.019496,77.705999,0:05:00,Sunny,Low ,135
759,vurr178088914,21.157729,72.768726,21.167729,72.778726,8:30:00,Stormy,Low ,50
760,vtpn094658314,26.891191,75.802083,26.941191,75.852083,17:25:00,Fog,Medium ,80
761,enfz731622474,0.0,0.0,0.11,0.11,21:00:00,Windy,Jam ,120
762,nmgo751746114,30.899992,75.831338,30.979992,75.911338,19:05:00,Sandstorms,Medium ,135
763,skml974760130,22.725835,75.887648,22.775835,75.937648,20:40:00,Fog,Jam ,130
764,gofn811648074,12.323978,76.627961,12.453978,76.757961,21:45:00,Windy,Jam ,150
765,buvz873944331,23.359407,85.325055,23.369407,85.335055,10:30:00,Windy,Low ,105
766,nkai764297660,11.003669,76.976494,11.023669,76.996494,9:00:00,Cloudy,Low ,70
767,geip015782436,22.31279,73.170283,22.37279,73.230283,17:30:00,Windy,Medium ,150
768,lyqx210539228,11.008638,76.984311,11.068638,77.044311,17:50:00,Fog,Medium ,95
769,tlfi980305893,11.001852,76.976268,11.081852,77.056268,22:25:00,Fog,Low ,20
770,zfcs330506510,26.88842,75.800689,26.96842,75.880689,19:30:00,Sunny,Jam ,80
771,poxg995337162,11.022477,76.995667,11.082477,77.055667,21:25:00,Fog,Jam ,105
772,uirf685999881,12.3085,76.665808,12.4185,76.775808,20:10:00,,NaN ,175
773,wuli276869460,21.186884,72.793616,21.206884,72.813616,8:20:00,Fog,Low ,85
774,yvhg138600989,0.0,0.0,0.04,0.04,12:20:00,Fog,High ,185
775,apxj850967676,22.310329,73.169083,22.340329,73.199083,21:25:00,Stormy,Jam ,165
776,mifb062366104,12.304569,76.643622,12.434569,76.773622,20:40:00,Cloudy,Jam ,47
777,xeje600184740,19.866969,75.318894,19.956969,75.408894,23:50:00,Fog,Low ,20
778,zdkx295276107,23.218998,77.373573,23.238998,77.393573,10:05:00,Stormy,Low ,120
779,wfxy412014706,21.186884,72.793616,21.216884,72.823616,19:55:00,Stormy,Jam ,85
780,idhd085499030,19.875016,75.322405,19.935016,75.382405,20:00:00,Sunny,Jam ,95
781,zgdu330581471,11.003008,76.97544,11.113008,77.08544,19:45:00,Sunny,Jam ,60
782,ksic530061459,13.081878,80.248519,13.121878,80.288519,13:15:00,Cloudy,High ,115
783,efco017697800,12.970324,77.645748,12.980324,77.655748,9:10:00,Stormy,Low ,50
784,bndr628170904,12.939496,77.625999,13.029496,77.715999,21:05:00,Fog,Jam ,200
785,oplw354613143,22.308096,73.167753,22.338096,73.197753,18:10:00,Sandstorms,Medium ,135
786,oxmz586508030,12.334022,76.618203,12.444022,76.728203,22:25:00,Cloudy,Low ,165
787,kinn169532527,0.0,0.0,0.02,0.02,11:45:00,Fog,High ,150
788,kzrh689005307,26.956431,75.776649,27.046431,75.866649,19:45:00,Windy,Jam ,135
789,qdpx162043101,12.906229,77.596791,12.956229,77.646791,22:45:00,Windy,Low ,95
790,ghjj676391592,11.001852,76.976268,11.011852,76.986268,12:00:00,Windy,High ,140
791,hepf988547571,21.186884,72.793616,21.216884,72.823616,23:35:00,Sunny,Low ,90
792,dqjm521535949,0.0,0.0,0.03,0.03,19:15:00,Cloudy,Jam ,180
793,llsb352361469,23.369746,85.33982,23.449746,85.41982,22:10:00,Sunny,Jam ,95
794,oacq938951779,19.874103,75.368419,19.934103,75.428419,21:00:00,Cloudy,Jam ,105
795,ewpc013425845,26.913483,75.803139,27.053483,75.943139,23:15:00,Windy,Low ,140
796,umly173549903,18.563934,73.915367,18.693935,74.045367,22:45:00,Windy,Low ,65
797,vmnw044819119,26.956431,75.776649,27.066431,75.886649,20:05:00,Stormy,Jam ,135
798,zfnh403943286,23.359194,85.325447,23.469194,85.435447,18:30:00,Sunny,Medium ,90
799,biit335575495,21.160522,72.771477,21.230522,72.841477,22:45:00,Cloudy,Low ,140
800,lcrf135617307,22.307898,73.167788,22.337898,73.197788,18:00:00,Windy,Medium ,140
801,dckw042452140,12.304569,76.643622,12.344569,76.683622,14:45:00,Stormy,High ,120
802,byzz141544834,25.450377,81.834236,25.560377,81.944236,17:45:00,Fog,Medium ,150
803,tflr080642766,0.0,0.0,0.13,0.13,20:45:00,Sandstorms,Jam ,125
804,ieog486807782,17.41233,78.449654,17.43233,78.469654,11:45:00,Cloudy,High ,180
805,lbdc628419105,26.47,80.35,26.56,80.44,22:40:00,Fog,Low ,110
806,idau666217446,18.55144,73.804855,18.56144,73.814855,8:50:00,Sandstorms,Low ,120
807,bkdw029432696,23.214459,77.434976,23.324459,77.544976,20:05:00,Fog,Jam ,225
808,dkkr770879777,10.994136,76.963303,11.024136,76.993303,21:45:00,Sandstorms,Jam ,155
809,fcnr428812186,23.369746,85.33982,23.499746,85.46982,20:05:00,Stormy,Jam ,190
810,nksq651499286,22.651847,75.881991,22.761847,75.991991,23:50:00,Sunny,Low ,135
811,ebbq040382476,11.003669,76.976494,11.073669,77.046494,17:55:00,Stormy,Medium ,145
812,njpp697217433,12.310972,76.659264,12.350972,76.699264,13:45:00,Cloudy,High ,170
813,wdrd422920914,25.453436,81.833167,25.543436,81.923167,23:35:00,Cloudy,Low ,155
814,ufss006218469,17.45971,78.368855,17.51971,78.428855,20:00:00,Cloudy,Jam ,125
815,olwv091052065,11.022477,76.995667,11.062477,77.035667,14:35:00,Stormy,High ,140
816,uags803364011,0.0,0.0,0.04,0.04,16:15:00,Fog,Medium ,90
817,iwha203659346,12.979096,77.640625,13.019096,77.680625,15:40:00,Sunny,Medium ,75
818,hirc291434367,22.31279,73.170283,22.38279,73.240283,19:50:00,Fog,Jam ,215
819,vawm976844992,21.149569,72.772697,21.159569,72.782697,8:30:00,Fog,Low ,85
820,dwbm303023887,26.902328,75.794257,26.922328,75.814257,10:30:00,Stormy,Low ,15
821,kpch052608254,13.026286,80.275235,13.036286,80.285235,11:45:00,Sunny,High ,50
822,tcra913838565,21.170798,72.790489,21.250798,72.870489,17:40:00,Windy,Medium ,115
823,vnvj184126964,12.334022,76.618203,12.404022,76.688203,20:55:00,Cloudy,Jam ,185
824,dhml093774896,11.026117,76.944652,11.046117,76.964652,8:45:00,Windy,Low ,135
825,wpwf386191318,12.323978,76.627961,12.363978,76.667961,15:30:00,Sandstorms,Medium ,130
826,bvxa920799820,21.173343,72.792731,21.303343,72.922731,20:10:00,Fog,Jam ,190
827,wcvo995029363,23.353783,85.326967,23.363783,85.336967,9:10:00,Cloudy,Low ,90
828,skoa643359236,26.914142,75.805704,26.944142,75.835704,23:40:00,Fog,Low ,65
829,gtns166966307,26.914142,75.805704,26.974142,75.865704,17:55:00,Fog,Medium ,65
830,hksb343040189,11.02091,76.940432,11.07091,76.990432,21:35:00,Sunny,Jam ,75
831,ppos253362636,22.311844,73.165081,22.391844,73.245081,0:10:00,Cloudy,Low ,100
832,hxei512396245,12.284747,76.625861,12.344747,76.685861,22:00:00,Windy,Jam ,140
833,evku163756754,18.569156,73.774723,18.589156,73.794723,11:30:00,Sunny,High ,85
834,vmqu473744216,21.17106,72.789292,21.26106,72.879292,21:10:00,Cloudy,Jam ,195
835,mavx235537202,19.12663,72.829976,19.18663,72.889976,20:20:00,Windy,Jam ,95
836,tdcb272474294,19.121999,72.908493,19.191999,72.978493,21:00:00,Fog,Jam ,195
837,ygaj653039826,12.979166,77.640709,13.089166,77.750709,19:30:00,Sandstorms,Jam ,75
838,pcod925361708,18.530963,73.828972,18.540963,73.838972,8:50:00,Stormy,Low ,85
839,wdad140017146,21.175104,72.804342,21.205104,72.834342,20:55:00,Stormy,Jam ,75
840,zjfg260551735,26.910262,75.783013,26.970262,75.843013,21:30:00,Sandstorms,Jam ,70
841,puxu022119317,12.934365,77.616155,12.974365,77.656155,14:25:00,Windy,High ,50
842,jtzu657411570,21.149834,72.778666,21.259834,72.888666,17:40:00,Stormy,Medium ,115
843,dzlv707541707,26.482581,80.315628,26.622581,80.455628,19:15:00,Windy,Jam ,105
844,uxgu092189665,12.311072,76.654878,12.351072,76.694878,14:25:00,Sandstorms,High ,60
845,nueq424390647,21.149669,72.772629,21.189669,72.812629,15:40:00,Stormy,Medium ,125
846,kfpk982404642,0.0,0.0,0.11,0.11,18:55:00,Fog,Medium ,160
847,ablr678062995,19.178321,72.834715,19.248321,72.904715,21:45:00,Sunny,Jam ,155
848,yiyp910950346,12.323225,76.630028,12.403225,76.710028,23:00:00,Stormy,Low ,145
849,vdij061310934,11.016298,76.972076,11.056298,77.012076,16:55:00,Sunny,Medium ,120
850,mxae841042926,12.316967,76.603067,12.446967,76.733067,19:40:00,Sunny,Jam ,120
851,dvtk707683918,0.0,0.0,0.13,0.13,22:00:00,Sandstorms,Jam ,28
852,fqlf620665191,23.371292,85.327872,23.421292,85.377872,20:50:00,Sunny,Jam ,80
853,lwre544478513,11.021278,76.995017,11.131278,77.105017,18:35:00,Windy,Medium ,125
854,aqjj419657356,0.0,0.0,0.06,0.06,22:25:00,Cloudy,Low ,75
855,libp049542593,12.934179,77.615797,12.994179,77.675797,22:30:00,Windy,Low ,95
856,jpij481137728,0.0,0.0,0.07,0.07,20:40:00,Windy,Jam ,15
857,odep604824878,0.0,0.0,0.13,0.13,19:15:00,Cloudy,Jam ,215
858,stpz213907160,10.000706,76.349516,10.030706,76.379516,23:00:00,Stormy,Low ,105
859,llvv927791125,0.0,0.0,0.06,0.06,18:45:00,Cloudy,Medium ,75
860,artq756832503,26.492106,80.327797,26.632106,80.467797,22:50:00,Cloudy,Low ,140
861,hnmk076943329,26.911927,75.797282,26.931927,75.817282,9:00:00,Stormy,Low ,70
862,pbkb204358252,22.722634,75.886959,22.832634,75.996959,21:10:00,Sunny,Jam ,95
863,ciod949514564,19.003517,72.82765,19.013517,72.83765,8:30:00,Cloudy,Low ,80
864,fpfd394687522,22.725748,75.898497,22.745748,75.918497,11:10:00,Fog,Low ,80
865,awrt858885603,30.366322,78.070453,30.436322,78.140453,19:35:00,Cloudy,Jam ,180
866,qvii881625249,13.026279,80.174568,13.056279,80.204568,21:10:00,Stormy,Jam ,95
867,jaqh160727787,22.761593,75.886362,22.801593,75.926362,16:45:00,Windy,Medium ,21
868,wxpz175844747,12.975377,77.696664,12.995377,77.716664,9:15:00,Windy,Low ,26
869,yqya168642374,22.310526,73.170937,22.390526,73.250937,21:50:00,Windy,Jam ,90
870,cnay972621491,21.170096,72.789122,21.250096,72.869122,17:35:00,Windy,Medium ,135
871,emna717809389,17.455894,78.375467,17.585894,78.505467,22:45:00,Sunny,Low ,125
872,smib550465408,12.986047,80.218114,13.026047,80.258114,13:30:00,Stormy,High ,145
873,twfq511685576,18.516216,73.842527,18.646216,73.972527,22:40:00,Stormy,Low ,105
874,ziew398182433,19.055831,72.833984,19.125831,72.903984,17:55:00,Cloudy,Medium ,34
875,dwps855440822,26.846156,75.8023,26.976156,75.9323,17:55:00,Sandstorms,Medium ,23
876,jsiv151108598,13.081878,80.248519,13.101878,80.268519,9:40:00,Fog,Low ,55
877,enmn243596962,11.02091,76.940432,11.10091,77.020432,21:15:00,Stormy,Jam ,170
878,wbvy109965767,0.0,0.0,0.04,0.04,13:05:00,Fog,High ,160
879,pgfs146008867,26.846156,75.8023,26.936156,75.8923,19:00:00,Sunny,Medium ,75
880,tyec142373908,9.979186,76.317361,10.029186,76.367361,18:20:00,Fog,Medium ,75
881,zfhv069402493,0.0,0.0,0.09,0.09,21:10:00,Stormy,Jam ,100
882,bswl736691357,17.45971,78.368855,17.54971,78.458855,18:50:00,Fog,Medium ,135
883,ibve301663603,17.458998,78.500366,17.498998,78.540366,15:30:00,Cloudy,Medium ,55
884,vcnk349789129,22.514688,88.393294,22.534688,88.413294,11:20:00,Windy,High ,130
885,ykef457380577,12.934179,77.615797,13.044179,77.725797,20:40:00,Stormy,Jam ,105
886,lunb220743010,18.533811,73.899315,18.643811,74.009315,21:50:00,Cloudy,Jam ,240
887,rkxd028798328,12.323978,76.627961,12.403978,76.707961,0:10:00,Cloudy,Low ,145
888,iynl324297120,23.351489,85.324253,23.371489,85.344253,11:05:00,Sunny,Low ,110
889,gwax716159863,17.429585,78.392621,17.449585,78.412621,9:40:00,Fog,Low ,60
890,fryf324276333,19.254567,72.848923,19.264567,72.858923,11:40:00,Windy,High ,150
891,zgwa272008099,17.433809,78.386744,17.563809,78.516744,19:50:00,Sandstorms,Jam ,205
892,wcip317337891,21.186608,72.794136,21.316608,72.924136,21:50:00,Cloudy,Jam ,160
893,crjb898495436,19.176269,72.836721,19.226269,72.886721,0:15:00,Sandstorms,Low ,21
894,kvui521051306,13.058616,80.264151,13.188616,80.394151,19:10:00,Sunny,Medium ,145
895,zcva613179038,0.0,0.0,0.08,0.08,21:35:00,Sunny,Jam ,85
896,qbji621644999,11.022169,76.999594,11.092169,77.069594,21:00:00,Windy,Jam ,90
897,ekzk979122104,12.337978,76.616792,12.387978,76.666792,19:50:00,Windy,Jam ,125
898,wgdt954501151,0.0,0.0,0.13,0.13,20:40:00,Fog,Jam ,180
899,inws406201045,22.728163,75.884212,22.808163,75.964212,19:45:00,Windy,Jam ,120
900,tekq367898623,26.90294,75.793007,27.04294,75.933007,21:30:00,Sunny,Jam ,110
901,ugry150963809,27.195928,77.998092,27.335928,78.138092,20:30:00,Fog,Jam ,175
902,rypb574878879,12.3085,76.665808,12.3885,76.745808,0:05:00,Sunny,Low ,180
903,ipzd561335368,12.98041,77.640489,12.99041,77.650489,11:25:00,Sunny,High ,80
904,ytgv632588295,22.32,73.17,22.34,73.19,10:05:00,Stormy,Low ,65
905,babc501640344,12.98041,77.640489,13.01041,77.670489,17:45:00,Windy,Medium ,125
906,dwsc832924716,22.728163,75.884212,22.838163,75.994212,22:25:00,Cloudy,Low ,185
907,npeh886131972,18.994049,72.825203,19.004049,72.835203,10:10:00,Cloudy,Low ,75
908,nlzs556263186,19.103249,72.846749,19.193249,72.936749,22:40:00,Windy,Low ,55
909,fica490067276,26.766536,75.837333,26.796536,75.867333,22:00:00,Sandstorms,Jam ,135
910,gyew718727467,21.149569,72.772697,21.279569,72.902697,19:25:00,Stormy,Jam ,170
911,kaqz489118864,26.913483,75.803139,27.023483,75.913139,21:05:00,Windy,Jam ,120
912,glub604658202,13.086438,80.220672,13.106438,80.240672,9:05:00,Fog,Low ,80
913,ehjp755533485,18.516216,73.842527,18.626216,73.952527,19:05:00,Windy,Medium ,135
914,tjjs084182176,13.026286,80.275235,13.106286,80.355235,17:25:00,Cloudy,Medium ,190
915,jcbg151771402,18.554382,73.798206,18.574382,73.818206,9:50:00,Windy,Low ,50
916,ywom875992241,23.374989,85.335486,23.504989,85.465486,18:15:00,Sunny,Medium ,80
917,nzkh438268549,22.307898,73.167788,22.357898,73.217788,19:45:00,Sunny,Jam ,75
918,gthz319527842,12.934365,77.616155,12.944365,77.626155,10:05:00,Cloudy,Low ,80
919,dzwu266912904,17.458998,78.500366,17.468998,78.510366,10:45:00,Stormy,Low ,75
920,ksef632757569,11.000762,76.981876,11.060762,77.041876,18:25:00,Stormy,Medium ,105
921,rtww226632534,12.334022,76.618203,12.464022,76.748203,21:50:00,Sunny,Jam ,100
922,klwb491497827,12.98041,77.640489,13.05041,77.710489,17:25:00,Sandstorms,Medium ,105
923,xzjp311130297,22.577821,88.400581,22.657821,88.480581,19:30:00,Stormy,Jam ,145
924,scsl521028876,26.469003,80.316344,26.489003,80.336344,10:25:00,Cloudy,Low ,80
925,fjxq256722370,0.0,0.0,0.13,0.13,21:45:00,Stormy,Jam ,95
926,hziz663267083,23.359033,85.325347,23.429033,85.395347,18:10:00,Fog,Medium ,150
927,yrbw058097888,26.90519,75.810753,27.01519,75.920753,18:25:00,Fog,Medium ,180
928,wwhc270439785,0.0,0.0,0.11,0.11,21:05:00,Sunny,Jam ,140
929,rutq933810820,0.0,0.0,0.06,0.06,22:50:00,Sunny,Low ,75
930,touu754082448,12.935662,77.61413,12.995662,77.67413,20:50:00,Windy,Jam ,120
931,xyqy541837322,0.0,0.0,0.02,0.02,8:50:00,Cloudy,Low ,75
932,nkyg647503654,17.483216,78.552111,17.533216,78.602111,22:30:00,Fog,Low ,75
933,ywak525010054,18.533811,73.899315,18.563811,73.929315,21:55:00,Stormy,Jam ,135
934,hkxe138954979,26.891191,75.802083,26.911191,75.822083,9:40:00,Stormy,Low ,130
935,ifun869489480,26.471617,80.313564,26.561617,80.403564,23:40:00,Cloudy,Low ,130
936,rtlg671776257,23.374878,85.335739,23.424878,85.385739,23:50:00,Stormy,Low ,12
937,brpi924079508,12.337978,76.616792,12.377978,76.656792,14:30:00,Sandstorms,High ,140
938,rzzc460513680,22.651847,75.881991,22.781847,76.011991,19:00:00,Fog,Medium ,205
939,shel268759463,26.891191,75.802083,26.911191,75.822083,10:15:00,Sunny,Low ,95
940,dnst235935890,19.875016,75.322405,19.925016,75.372405,21:50:00,Sandstorms,Jam ,125
941,znlq899681272,21.173343,72.792731,21.223343,72.842731,22:30:00,Sandstorms,Low ,90
942,ddkr685776159,22.761226,75.887522,22.811226,75.937522,18:25:00,Sunny,Medium ,75
943,bikk389344631,13.086438,80.220672,13.136439,80.270672,20:25:00,Fog,Jam ,160
944,ctzo409307640,18.530963,73.828972,18.570963,73.868972,14:10:00,Fog,High ,115
945,ibbn094420055,15.51315,73.78346,15.62315,73.89346,19:00:00,Windy,Medium ,105
946,rukr466703358,22.651847,75.881991,22.671847,75.901991,11:50:00,Sunny,High ,100
947,ktqh751917093,10.96185,76.971082,11.03185,77.041082,20:00:00,Cloudy,Jam ,200
948,pqsu794667058,18.543626,73.905101,18.553626,73.915101,9:00:00,Cloudy,Low ,75
949,rdfr986751477,12.316967,76.603067,12.366967,76.653067,0:15:00,Sunny,Low ,55
950,vaqi577313592,19.866969,75.318894,19.926969,75.378894,21:30:00,Sunny,Jam ,70
951,xinl613048606,19.055831,72.833984,19.065831,72.843984,8:35:00,Stormy,Low ,130
952,qlsy541793877,13.081878,80.248519,13.171878,80.338519,20:55:00,Windy,Jam ,37
953,czzk702705850,26.47775,80.351569,26.56775,80.441569,17:25:00,Stormy,Medium ,130
954,iklc216809026,26.913726,75.75282,27.003726,75.842821,0:00:00,Fog,Low ,130
955,gxlz589816499,19.875337,75.316722,19.915337,75.356722,15:40:00,Sandstorms,Medium ,165
956,oeme134974675,22.751857,75.866699,22.801857,75.916699,19:35:00,Stormy,Jam ,170
957,ehbr597831497,19.12663,72.829976,19.19663,72.899976,21:50:00,Windy,Jam ,190
958,prhc454148452,26.902328,75.794257,27.032328,75.924257,23:15:00,Stormy,Low ,75
959,ibzb446941365,19.103249,72.846749,19.113249,72.856749,9:25:00,Windy,Low ,65
960,fbgi216345502,22.311358,73.164798,22.381358,73.234798,18:00:00,Stormy,Medium ,105
961,akio759768945,26.905287,75.794592,26.995287,75.884592,22:15:00,Fog,Jam ,33
962,jhvn730036304,17.430448,78.418213,17.480448,78.468213,21:30:00,Sandstorms,Jam ,27
963,rqnj176628892,0.0,0.0,0.05,0.05,23:35:00,Sandstorms,Low ,105
964,ytrb133155518,19.875908,75.358888,19.885908,75.368888,12:05:00,Stormy,High ,170
965,dkpf096810305,0.0,0.0,0.04,0.04,14:00:00,Sandstorms,High ,160
966,qozk562862161,12.326356,76.619103,12.356356,76.649103,23:00:00,Windy,Low ,100
967,ktdb730789698,27.16185,78.040165,27.22185,78.100165,21:40:00,Windy,Jam ,155
968,ciwp465760294,11.025083,77.015393,11.065083,77.055393,17:15:00,Windy,Medium ,110
969,xrlt366638110,27.16185,78.040165,27.19185,78.070165,22:35:00,Fog,Low ,80
970,lonk830920179,27.161661,78.011544,27.251661,78.101544,22:50:00,Stormy,Low ,55
971,feru213038048,12.299524,76.64262,12.349524,76.69262,17:50:00,Windy,Medium ,34
972,cedh107153946,17.433809,78.386744,17.513809,78.466744,20:25:00,Sandstorms,Jam ,115
973,wugl942320871,25.451517,81.832616,25.591517,81.972616,19:45:00,Stormy,Jam ,140
974,namx460873858,18.536562,73.896485,18.606562,73.966485,22:50:00,Windy,Low ,110
975,rrmw152330332,17.430448,78.418213,17.560448,78.548213,21:30:00,Sandstorms,Jam ,180
976,dxuo237365902,12.323994,76.626167,12.433994,76.736167,18:10:00,Stormy,Medium ,100
977,qvtx784789937,21.170798,72.790489,21.280798,72.900489,18:35:00,Windy,Medium ,120
978,mumt852722901,23.374878,85.335739,23.464878,85.425739,21:55:00,Sandstorms,Jam ,135
979,igsy265409571,12.3085,76.665808,12.3785,76.735808,19:30:00,Windy,Jam ,95
980,wkgi700954840,22.695207,75.866059,22.725207,75.896059,23:25:00,Cloudy,Low ,80
981,udeo949829204,22.745049,75.892471,22.815049,75.962471,23:00:00,Fog,Low ,145
982,ymxb541355900,19.131141,72.813074,19.26114,72.943074,19:55:00,Windy,Jam ,85
983,jtdj004012756,19.221315,72.862381,19.231315,72.872381,11:05:00,Stormy,Low ,130
984,zcsu972290243,26.914142,75.805704,26.964142,75.855704,19:20:00,Sandstorms,Jam ,105
985,yptw935477286,17.430448,78.418213,17.560448,78.548213,20:30:00,Stormy,Jam ,200
986,rcbn579239104,26.905287,75.794592,26.945287,75.834592,15:00:00,Sunny,High ,60
987,iohz355769075,12.325461,76.632278,12.435461,76.742278,19:45:00,Sunny,Jam ,50
988,jekl804037836,13.026286,80.275235,13.036286,80.285235,10:30:00,Fog,Low ,90
989,qlpb725200443,0.0,0.0,0.05,0.05,21:45:00,Stormy,Jam ,65
990,iqez683498637,13.026286,80.275235,13.036286,80.285235,12:10:00,Sunny,High ,110
991,ycyp038395708,17.430448,78.418213,17.440448,78.428213,8:15:00,Cloudy,Low ,80
992,vfay192824898,0.0,0.0,0.05,0.05,21:30:00,Sandstorms,Jam ,160
993,sjyq274167307,12.970221,77.645396,13.030221,77.705396,19:40:00,Stormy,Jam ,13
994,jpgl767920899,9.970717,76.285447,10.100717,76.415447,22:55:00,Windy,Low ,85
995,cqwa258414380,18.516216,73.842527,18.606216,73.932527,23:00:00,Cloudy,Low ,150
996,dcio641803414,18.593481,73.785901,18.603481,73.795901,9:45:00,Windy,Low ,125
997,xcpe575663890,22.751234,75.88949,22.761234,75.89949,9:30:00,Sunny,Low ,50
998,ltwb925427915,12.972793,80.249982,13.032793,80.309982,19:00:00,Stormy,Medium ,130
999,bcxw646414705,10.006881,76.345397,10.136881,76.475397,23:45:00,Windy,Low ,75
1000,eskj843613160,22.761226,75.887522,22.841226,75.967522,21:00:00,Windy,Jam ,215
1001,ulwd262886967,12.323994,76.626167,12.343994,76.646167,9:45:00,Sandstorms,Low ,130
1002,dfld162241429,12.978453,77.643685,13.088453,77.753685,17:55:00,Windy,Medium ,85
1003,wbhb638171208,23.39925,85.390464,23.40925,85.400464,12:05:00,Windy,High ,125
1004,ysrx811037640,19.176269,72.836721,19.246269,72.906721,22:35:00,Sunny,Low ,175
1005,yorj203115708,22.732225,75.874765,22.812225,75.954765,0:00:00,Stormy,Low ,65
1006,mngc750513132,11.001852,76.976268,11.081852,77.056268,22:05:00,Windy,Jam ,115
1007,ehtl265865137,23.353783,85.326967,23.383783,85.356967,20:50:00,Sunny,Jam ,105
1008,abbt148924321,0.0,0.0,0.04,0.04,14:40:00,Windy,High ,170
1009,axkw000730632,17.411028,78.329645,17.491028,78.409645,23:55:00,Windy,Low ,85
1010,uwbi763539834,0.0,0.0,0.05,0.05,21:55:00,Cloudy,Jam ,190
1011,nnsp129685329,19.1813,72.836191,19.2713,72.926191,22:10:00,Stormy,Jam ,85
1012,ctaz172674665,12.906229,77.596791,12.996229,77.686791,18:45:00,Fog,Medium ,185
1013,guvc399602881,23.184992,77.417227,23.244992,77.477227,17:35:00,Cloudy,Medium ,95
1014,jayj910655438,17.429585,78.392621,17.479585,78.442621,22:20:00,Windy,Low ,25
1015,masl915764099,0.0,0.0,0.05,0.05,19:30:00,Fog,Jam ,150
1016,jobt297915666,11.026117,76.944652,11.046117,76.964652,12:00:00,Fog,High ,165
1017,ztqw448791805,26.474986,80.342796,26.514986,80.382796,16:30:00,Fog,Medium ,90
1018,fsym640984876,17.411028,78.329645,17.481028,78.399645,22:10:00,Fog,Jam ,195
1019,ckio850557283,10.96185,76.971082,11.03185,77.041082,20:10:00,Windy,Jam ,145
1020,eway450975511,12.323225,76.630028,12.393225,76.700028,22:30:00,Sandstorms,Low ,125
1021,yeco927263253,19.878028,75.317475,19.908028,75.347475,22:00:00,Sunny,Jam ,105
1022,lcun368735667,17.450851,78.379347,17.480851,78.409347,23:55:00,Fog,Low ,80
1023,spco566899437,0.0,0.0,0.06,0.06,20:55:00,Stormy,Jam ,165
1024,gwkw854075382,23.233219,77.433571,23.243219,77.443571,11:45:00,Cloudy,High ,180
1025,qjbb037542380,19.1813,72.836191,19.2213,72.876191,16:45:00,Sunny,Medium ,110
1026,jzpk470134715,12.334022,76.618203,12.394022,76.678203,23:15:00,Sandstorms,Low ,120
1027,nywl265697981,27.195928,77.998092,27.275928,78.078092,17:40:00,Fog,Medium ,190
1028,wtvp942429694,19.121999,72.908493,19.171999,72.958493,21:45:00,Sunny,Jam ,75
1029,cqet356337237,11.025083,77.015393,11.105083,77.095393,20:50:00,,NaN ,55
1030,plnv604530084,0.0,0.0,0.07,0.07,20:00:00,Sandstorms,Jam ,190
1031,aqii286525080,0.0,0.0,0.06,0.06,22:00:00,Stormy,Jam ,140
1032,kahv162690757,21.149669,72.772629,21.259669,72.882629,22:10:00,Stormy,Jam ,220
1033,xnyg019842249,12.933284,77.615428,13.023284,77.705428,18:40:00,Cloudy,Medium ,150
1034,vjmq472455928,19.12663,72.829976,19.25663,72.959976,19:40:00,Cloudy,Jam ,210
1035,lopf539761331,15.157944,73.950889,15.177944,73.970889,10:40:00,Stormy,Low ,130
1036,wpmi546874250,22.744648,75.894377,22.804648,75.954377,21:25:00,Stormy,Jam ,30
1037,fouu197049134,26.913726,75.75282,26.953726,75.792821,16:55:00,Windy,Medium ,140
1038,tocp574406209,12.935662,77.61413,13.025662,77.70413,22:50:00,Windy,Low ,125
