Order_ID,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Pickup_Time,Weather,Traffic,Vehicle,Delivery_Time
uxbm387242722,21.149834,72.778666,21.199834,72.828666,23:50:00,Windy,Low ,motorcycle ,150
pejr016461950,21.157729,72.768726,21.217729,72.828726,20:00:00,Cloudy,Jam ,motorcycle ,135
goqa343235175,15.516833,73.768172,15.586833,73.838172,22:30:00,Cloudy,Low ,motorcycle ,200
qoal881149457,11.02091,76.940432,11.08091,77.000432,21:50:00,Stormy,Jam ,motorcycle ,31
yvoo274974201,18.994237,72.825553,19.084237,72.915553,18:10:00,Sandstorms,Medium ,motorcycle ,240
bwor581840042,13.086438,80.220672,13.196438,80.330672,19:00:00,Windy,Medium ,motorcycle ,125
erct887772140,23.371292,85.327872,23.391292,85.347872,10:25:00,Cloudy,Low ,motorcycle ,130
fcdl102409456,0,0,0.05,0.05,21:40:00,Stormy,Jam ,motorcycle ,245
yhuc098535990,18.636215,73.751081,18.696215,73.811081,20:10:00,Sunny,Jam ,motorcycle ,60
ksgb971383396,21.170096,72.789122,21.200096,72.819122,21:30:00,Windy,Jam ,scooter ,155
igsi576423213,17.431477,78.40035,17.471477,78.44035,15:25:00,Windy,Medium ,scooter ,105
vvne535102893,0,0,0.01,0.01,10:25:00,Sandstorms,Low ,scooter ,130
okbm411749537,19.120083,72.907385,19.210083,72.997385,21:10:00,Sunny,Jam ,van,105
hzqf032717172,15.157944,73.950889,15.187944,73.980889,19:35:00,Cloudy,Jam ,scooter ,31
khpv973158304,0,0,0.03,0.03,18:00:00,Stormy,Medium ,scooter ,135
dedb951272088,17.455894,78.375467,17.545894,78.465467,23:05:00,Windy,Low ,scooter ,145
frxv353311077,23.234631,77.401663,23.344631,77.511663,22:30:00,Stormy,Low ,scooter ,85
fpjd061937453,21.149569,72.772697,21.169569,72.792697,11:00:00,Sunny,Low ,motorcycle ,75
opat562617623,22.745536,75.893106,22.785536,75.933106,12:20:00,Fog,High ,scooter ,135
flav248178466,26.910262,75.783013,26.980262,75.853013,19:10:00,Cloudy,Medium ,scooter ,165
mwzs247660287,21.175104,72.804342,21.225104,72.854342,18:25:00,Stormy,Medium ,motorcycle ,140
ltkm870320813,23.230791,77.43702,23.270791,77.47702,15:50:00,Windy,Medium ,scooter ,145
momf531368734,18.593481,73.785901,18.633481,73.825901,14:45:00,Sunny,High ,motorcycle ,260
glhm878533233,18.55144,73.804855,18.63144,73.884855,19:35:00,Stormy,Jam ,van,135
jzrq910527389,19.221315,72.862381,19.331315,72.972381,20:35:00,Stormy,Jam ,motorcycle ,260
sdut047142527,0,0,0.09,0.09,18:25:00,Cloudy,Medium ,motorcycle ,205
stez663786593,26.913483,75.803139,26.943483,75.833139,22:00:00,Fog,Jam ,motorcycle ,145
lsav207811802,11.022169,76.999594,11.082169,77.059594,18:30:00,Cloudy,Medium ,motorcycle ,90
mcax123200239,18.51421,73.838429,18.62421,73.948429,18:05:00,Fog,Medium ,motorcycle ,155
cxdl352949745,18.55144,73.804855,18.63144,73.884855,18:45:00,Stormy,Medium ,motorcycle ,31
rmcn943344389,23.357804,85.325146,23.447804,85.415146,22:00:00,Fog,Jam ,van,205
clsu192700726,23.416792,85.316842,23.436792,85.336842,11:45:00,Sunny,High ,motorcycle ,105
fpdd329740214,0,0,0.09,0.09,20:40:00,Fog,Jam ,motorcycle ,210
nmwe369074336,22.651847,75.881991,22.661847,75.891991,9:30:00,Sandstorms,Low ,scooter ,115
vmnt308795691,12.979166,77.640709,13.059166,77.720709,19:45:00,Sandstorms,Jam ,motorcycle ,100
iyiw782058133,13.066762,80.251865,13.146762,80.331865,22:55:00,Cloudy,Low ,scooter ,100
kjzl218401575,12.914264,77.6784,12.964264,77.7284,19:00:00,Cloudy,Medium ,motorcycle ,135
jfwf299088767,19.103249,72.846749,19.163249,72.906749,21:00:00,Windy,Jam ,motorcycle ,155
hyjj560752092,21.157735,72.768778,21.217735,72.828778,22:10:00,Cloudy,Jam ,motorcycle ,33
izla017825619,26.956431,75.776649,26.996431,75.816649,14:55:00,Cloudy,High ,scooter ,115
etao304541989,12.284747,76.625861,12.314747,76.655861,21:50:00,Windy,Jam ,van,30
qwti072845126,19.065838,72.832658,19.085838,72.852658,8:40:00,Cloudy,Low ,motorcycle ,50
pqbg286415667,0,0,0.05,0.05,23:30:00,Cloudy,Low ,scooter ,55
fjeb392171785,18.592718,73.773572,18.642718,73.823572,20:05:00,Sunny,Jam ,van,105
fogr758725255,11.010375,76.95295,11.100375,77.04295,21:10:00,Sandstorms,Jam ,motorcycle ,205
zzvr964517684,12.972793,80.249982,13.012793,80.289982,15:45:00,Fog,Medium ,motorcycle ,155
lsit674172822,22.32,73.17,22.35,73.2,20:55:00,Sunny,Jam ,motorcycle ,75
xgxu748579753,18.533811,73.899315,18.553811,73.919315,8:30:00,Fog,Low ,motorcycle ,110
ktyx669448951,19.131141,72.813074,19.241141,72.923074,22:45:00,Fog,Low ,motorcycle ,215
ajgz652829522,0,0,0.02,0.02,11:25:00,Stormy,High ,scooter ,130
wtam537777999,12.325461,76.632278,12.415461,76.722278,22:40:00,Windy,Low ,scooter ,75
pjfm817409173,9.970717,76.285447,10.100717,76.415447,19:45:00,Cloudy,Jam ,motorcycle ,190
yuoj690810061,23.333017,85.3172,23.353017,85.3372,9:20:00,Fog,Low ,motorcycle ,90
avbe694455556,23.353783,85.326967,23.363783,85.336967,11:00:00,Sandstorms,Low ,motorcycle ,55
frhq795038436,18.927584,72.832585,19.007584,72.912585,20:55:00,Windy,Jam ,motorcycle ,125
zjff035106377,25.45235,81.841889,25.48235,81.871889,18:15:00,Cloudy,Medium ,motorcycle ,160
trwc470220494,12.310972,76.659264,12.390972,76.739264,22:00:00,Windy,Jam ,motorcycle ,200
cajf615675658,12.933284,77.615428,12.983284,77.665428,17:50:00,Windy,Medium ,scooter ,130
ewwa816941016,30.914057,75.83982,30.934057,75.85982,10:55:00,Windy,Low ,motorcycle ,55
vgvt750133473,0,0,0.09,0.09,19:05:00,Fog,Medium ,motorcycle ,190
toke517242520,19.875522,75.367127,19.945522,75.437127,22:45:00,Cloudy,Low ,scooter ,100
xtvg687185527,17.422819,78.449578,17.512819,78.539578,23:05:00,Stormy,Low ,motorcycle ,110
xjvb983824428,22.310237,73.158921,22.440237,73.288921,22:00:00,Cloudy,Jam ,scooter ,235
wagj693328263,26.913726,75.75282,26.923726,75.762821,10:00:00,Sandstorms,Low ,motorcycle ,70
irip173553989,13.026286,80.275235,13.046286,80.295235,8:35:00,Cloudy,Low ,motorcycle ,120
dolb410546503,23.374989,85.335486,23.464989,85.425486,17:50:00,Windy,Medium ,scooter ,37
foov914062343,19.1813,72.836191,19.2613,72.916191,0:00:00,Sunny,Low ,motorcycle ,110
hebq671201151,22.745536,75.893106,22.805536,75.953106,18:10:00,Stormy,Medium ,scooter ,165
flcw452485343,21.149669,72.772629,21.279669,72.902629,18:50:00,Windy,Medium ,motorcycle ,90
xpxm180012855,23.374989,85.335486,23.484989,85.445486,20:55:00,Windy,Jam ,motorcycle ,90
dnva109898087,11.001852,76.976268,11.111852,77.086268,20:40:00,Sandstorms,Jam ,motorcycle ,140
alkq951419967,12.323978,76.627961,12.453978,76.757961,0:10:00,Sandstorms,Low ,scooter ,110
lnxv709397321,12.98041,77.640489,13.09041,77.750489,19:55:00,Sunny,Jam ,motorcycle ,60
zmfe539047459,12.297954,76.665169,12.327954,76.695169,22:45:00,Stormy,Low ,scooter ,125
pvyw347898347,23.371292,85.327872,23.451292,85.407872,18:15:00,Sunny,Medium ,scooter ,75
wwwk666038648,18.539299,73.897902,18.609299,73.967902,19:45:00,Stormy,Jam ,motorcycle ,160
rzmb676188679,22.533662,88.366217,22.603662,88.436217,20:50:00,Stormy,Jam ,motorcycle ,180
skzw050871619,12.352058,76.60665,12.422058,76.67665,17:55:00,Sunny,Medium ,scooter ,130
pwqk191070347,13.081878,80.248519,13.101878,80.268519,9:30:00,Stormy,Low ,scooter ,120
zvjj138561122,18.554382,73.798206,18.644382,73.888206,22:20:00,Stormy,Low ,motorcycle ,70
sbwe260958876,11.022169,76.999594,11.042169,77.019594,11:20:00,Sunny,High ,motorcycle ,100
tldc204671119,18.53408,73.89852,18.54408,73.90852,9:45:00,Sunny,Low ,motorcycle ,60
ysnm581080917,22.728163,75.884212,22.858163,76.014212,22:40:00,Fog,Low ,scooter ,36
nzvo992615448,13.026286,80.275235,13.036286,80.285235,8:30:00,Windy,Low ,scooter ,75
xwje221847138,17.430448,78.418213,17.450448,78.438213,9:55:00,Sunny,Low ,motorcycle ,90
vscu549357930,0,0,0.13,0.13,21:40:00,Sandstorms,Jam ,motorcycle ,135
kvvx658240160,25.45235,81.841889,25.47235,81.861889,12:00:00,Fog,High ,motorcycle ,130
zxgo212239701,13.026279,80.174568,13.156279,80.304568,20:45:00,Stormy,Jam ,motorcycle ,135
hsmm693648237,18.539299,73.897902,18.649299,74.007902,19:10:00,Stormy,Medium ,motorcycle ,160
hbjn630928381,12.986047,80.218114,13.006047,80.238114,10:05:00,Fog,Low ,scooter ,60
ukrt997168017,13.026279,80.174568,13.116279,80.264568,21:50:00,Fog,Jam ,motorcycle ,175
gllj450692457,12.970324,77.645748,13.000324,77.675748,20:45:00,Cloudy,Jam ,scooter ,130
cotk461791489,17.440827,78.393391,17.520827,78.473391,18:15:00,Cloudy,Medium ,motorcycle ,150
jguq748952620,26.90519,75.810753,26.92519,75.830753,10:20:00,Stormy,Low ,motorcycle ,75
odnf963885030,22.744648,75.894377,22.774648,75.924377,17:45:00,Sunny,Medium ,scooter ,75
uivj406940089,12.978453,77.643685,13.068453,77.733685,22:10:00,Sunny,Jam ,motorcycle ,110
lsci942511728,17.411028,78.329645,17.421028,78.339645,10:05:00,Fog,Low ,motorcycle ,140
goed355650156,22.751234,75.88949,22.781234,75.91949,22:40:00,Fog,Low ,motorcycle ,85
upcm983935903,22.515082,88.36783,22.535082,88.38783,10:50:00,Windy,Low ,motorcycle ,145
fymr899224322,18.563934,73.915367,18.673935,74.025367,18:05:00,Sunny,Medium ,motorcycle ,90
zdfh076201765,12.970221,77.645396,13.000221,77.675396,18:10:00,Sunny,Medium ,motorcycle ,85
afzq884992480,30.902872,75.826808,30.992872,75.916808,20:05:00,Cloudy,Jam ,motorcycle ,255
mger780641834,12.337928,76.617889,12.387928,76.667889,18:25:00,Cloudy,Medium ,motorcycle ,75
hozc308383530,22.75004,75.902847,22.86004,76.012847,22:40:00,Cloudy,Low ,motorcycle ,220
leum727062677,12.321214,76.621094,12.341214,76.641094,10:45:00,Cloudy,Low ,scooter ,80
bdze255124981,18.539299,73.897902,18.549299,73.907902,11:00:00,Stormy,Low ,scooter ,145
xkkj322856181,0,0,0.04,0.04,14:15:00,Sunny,High ,motorcycle ,260
ievc231722020,19.178321,72.834715,19.188321,72.844715,10:20:00,Sandstorms,Low ,van,65
nuta862892594,21.175104,72.804342,21.225104,72.854342,0:00:00,Sandstorms,Low ,motorcycle ,130
kjxw105828911,19.103249,72.846749,19.113249,72.856749,9:25:00,Stormy,Low ,motorcycle ,135
blfx506276413,26.921411,75.793604,26.951411,75.823604,21:35:00,Sunny,Jam ,motorcycle ,115
izbs673510494,10.035573,76.336958,10.125573,76.426958,18:50:00,Sunny,Medium ,motorcycle ,95
vfmi401167012,17.451976,78.385883,17.461976,78.395883,10:05:00,Windy,Low ,scooter ,85
yeko520558836,18.530963,73.828972,18.600963,73.898972,22:00:00,Fog,Jam ,scooter ,175
wsjz228741528,18.636215,73.751081,18.676215,73.791081,13:20:00,Windy,High ,scooter ,60
uagp150193900,22.311844,73.165081,22.361844,73.215081,19:55:00,Sandstorms,Jam ,motorcycle ,235
plaw092730205,23.354422,85.3329,23.364422,85.3429,10:45:00,Sandstorms,Low ,scooter ,95
iiiv812849170,11.010375,76.95295,11.080375,77.02295,19:50:00,Cloudy,Jam ,scooter ,170
fyzu760139303,17.431477,78.40035,17.541477,78.51035,21:30:00,Stormy,Jam ,van,110
vukm727763845,22.311844,73.165081,22.351844,73.205081,13:25:00,Stormy,High ,motorcycle ,150
wymt228889840,0,0,0.11,0.11,19:20:00,Stormy,Jam ,motorcycle ,180
pmfn903291620,17.431668,78.408321,17.501668,78.478321,18:40:00,Windy,Medium ,van,155
cxzh730094584,19.176269,72.836721,19.196269,72.856721,11:45:00,Sandstorms,High ,scooter ,110
yohv393079068,26.911927,75.797282,26.961927,75.847282,22:35:00,Windy,Low ,motorcycle ,130
hkyz549038923,17.424114,78.347554,17.494114,78.417554,19:25:00,Fog,Jam ,motorcycle ,245
clbg042839171,12.981615,80.231598,13.111615,80.361598,20:30:00,Sandstorms,Jam ,motorcycle ,240
zoww039546925,26.891191,75.802083,26.911191,75.822083,9:35:00,Fog,Low ,van,75
rkzu120873469,17.431668,78.408321,17.501668,78.478321,19:40:00,Stormy,Jam ,motorcycle ,140
tdkz968718818,17.431668,78.408321,17.501668,78.478321,20:20:00,Cloudy,Jam ,scooter ,190
yseg007856175,23.264015,77.408236,23.334015,77.478236,23:50:00,Cloudy,Low ,scooter ,120
revo848799476,22.695207,75.866059,22.825207,75.996059,22:45:00,Fog,Low ,motorcycle ,130
lxqd896787919,13.058616,80.264151,13.108616,80.314151,23:20:00,Cloudy,Low ,scooter ,70
fych136841365,17.455894,78.375467,17.545894,78.465467,21:00:00,Stormy,Jam ,scooter ,130
rpgm542793380,30.372202,78.077151,30.452202,78.157151,17:45:00,Windy,Medium ,van,110
blwt533611656,0,0,0.02,0.02,10:10:00,Cloudy,Low ,scooter ,75
shqw358306556,23.351489,85.324253,23.361489,85.334253,11:40:00,Sandstorms,High ,motorcycle ,155
fvza809682393,18.536718,73.830327,18.576718,73.870328,14:50:00,Cloudy,High ,scooter ,120
pdgi552172950,13.005801,80.250744,13.055801,80.300744,18:35:00,Stormy,Medium ,motorcycle ,175
qeep244632278,23.235123,77.398886,23.365123,77.528886,18:45:00,Sandstorms,Medium ,motorcycle ,85
pfyk383540170,0,0,0.02,0.02,10:35:00,Sandstorms,Low ,scooter ,110
ytup671790555,26.846156,75.8023,26.956156,75.9123,22:00:00,Windy,Jam ,motorcycle ,250
wfzy869543593,12.98041,77.640489,13.03041,77.690489,18:45:00,Sunny,Medium ,motorcycle ,70
sezw299294400,19.876994,75.372353,19.986994,75.482353,19:30:00,Stormy,Jam ,van,135
ugpa449811868,18.536718,73.830327,18.646718,73.940327,17:55:00,Stormy,Medium ,motorcycle ,155
yznd893988058,17.41233,78.449654,17.52233,78.559654,18:50:00,Stormy,Medium ,scooter ,180
fvsr935047996,21.186884,72.793616,21.226884,72.833616,17:05:00,Fog,Medium ,motorcycle ,140
fbxp453046329,12.906229,77.596791,12.936229,77.626791,20:50:00,Windy,Jam ,motorcycle ,155
jlsv816160080,22.727021,75.884167,22.757021,75.914167,18:35:00,Stormy,Medium ,motorcycle ,110
apqq921006912,12.949934,77.699386,12.989934,77.739386,16:50:00,Fog,Medium ,motorcycle ,135
wytt245943528,0,0,0.08,0.08,19:20:00,Fog,Jam ,van,180
pwor311361207,21.175104,72.804342,21.245104,72.874342,23:45:00,Stormy,Low ,scooter ,60
jnbk751106789,12.304569,76.643622,12.354569,76.693622,18:10:00,Stormy,Medium ,van,160
hbkb355349024,18.546258,73.904337,18.556258,73.914337,9:10:00,Stormy,Low ,motorcycle ,120
cxku317860532,11.02091,76.940432,11.11091,77.030432,21:00:00,Sunny,Jam ,motorcycle ,220
iaeh197494783,18.554382,73.798206,18.614382,73.858206,21:30:00,Stormy,Jam ,motorcycle ,80
fpbn859920781,13.049645,80.242268,13.159645,80.352268,22:40:00,Stormy,Low ,motorcycle ,80
mqfh263713062,17.438263,78.397865,17.548263,78.507865,19:30:00,Sunny,Jam ,motorcycle ,150
cnrp994636102,19.055831,72.833984,19.115831,72.893984,18:00:00,Fog,Medium ,motorcycle ,135
jbvp002580087,15.585658,73.743606,15.695658,73.853606,18:45:00,Stormy,Medium ,motorcycle ,190
lslb864135743,12.933298,77.614293,12.973298,77.654293,12:35:00,Sandstorms,High ,van,120
tlyu069610755,0,0,0.11,0.11,0:00:00,Sandstorms,Low ,motorcycle ,75
lenv993116465,0,0,0.11,0.11,22:05:00,Fog,Jam ,scooter ,205
frps599709370,0,0,0.04,0.04,13:55:00,Stormy,High ,scooter ,100
svzo820725442,25.453436,81.833167,25.543436,81.923167,23:30:00,Cloudy,Low ,motorcycle ,145
nudj930250051,22.310237,73.158921,22.380237,73.228921,17:55:00,Fog,Medium ,scooter ,150
ixst971426954,27.16185,78.040165,27.25185,78.130165,23:20:00,Stormy,Low ,motorcycle ,140
epqo617115133,19.12663,72.829976,19.13663,72.839976,12:05:00,Sunny,High ,motorcycle ,14
dkvz876862315,12.323994,76.626167,12.343994,76.646167,10:55:00,Stormy,Low ,scooter ,85
ihnu514962174,0,0,0.08,0.08,20:35:00,Windy,Jam ,motorcycle ,225
dfyy949417213,26.913987,75.752891,26.933987,75.772891,9:30:00,Cloudy,Low ,motorcycle ,85
whgx380920226,13.005801,80.250744,13.085801,80.330744,23:50:00,Cloudy,Low ,motorcycle ,110
epuj428385727,19.091458,72.827808,19.121458,72.857808,18:55:00,Sunny,Medium ,scooter ,10
dqug743314878,22.307898,73.167788,22.347898,73.207788,17:10:00,Sunny,Medium ,scooter ,90
lzhb104348126,22.514585,88.39331,22.574585,88.45331,21:00:00,Cloudy,Jam ,motorcycle ,130
arju604853928,21.183434,72.814492,21.233434,72.864492,18:45:00,Cloudy,Medium ,motorcycle ,110
ooje201020639,23.333017,85.3172,23.383017,85.3672,20:10:00,Cloudy,Jam ,motorcycle ,110
gxnv247389344,22.310329,73.169083,22.320329,73.179083,9:45:00,Windy,Low ,motorcycle ,95
wffv815098769,12.933298,77.614293,13.063298,77.744293,19:55:00,Sandstorms,Jam ,motorcycle ,100
wbqj263224357,23.354422,85.3329,23.404422,85.3829,22:20:00,Cloudy,Low ,motorcycle ,135
sklp754030031,19.121999,72.908493,19.161999,72.948493,15:55:00,Sunny,Medium ,scooter ,95
jhdz401208411,11.025083,77.015393,11.055083,77.045393,21:10:00,Fog,Jam ,scooter ,100
qzfb876735492,13.091809,80.219104,13.101809,80.229104,11:20:00,Sandstorms,High ,scooter ,33
zrkh519266346,17.483216,78.552111,17.493216,78.562111,10:40:00,Fog,Low ,scooter ,15
dysf153025141,11.025083,77.015393,11.085083,77.075393,18:30:00,Stormy,Medium ,motorcycle ,95
jvdk649608100,25.453436,81.833167,25.483436,81.863167,21:55:00,Sunny,Jam ,scooter ,75
zdoh092529184,17.424114,78.347554,17.444114,78.367554,11:20:00,Cloudy,High ,motorcycle ,140
wcnj766326897,22.727021,75.884167,22.797021,75.954167,21:30:00,Windy,Jam ,motorcycle ,180
jcpe013381421,23.230791,77.43702,23.280791,77.48702,18:15:00,Stormy,Medium ,scooter ,21
bbjh476504021,19.131141,72.813074,19.19114,72.873074,18:20:00,Cloudy,Medium ,scooter ,90
zpna929052066,18.563934,73.915367,18.673935,74.025367,21:40:00,Sandstorms,Jam ,scooter ,155
ccnr488509764,23.353783,85.326967,23.403783,85.376967,19:55:00,Windy,Jam ,scooter ,140
cfhu822617281,12.979096,77.640625,13.089096,77.750625,0:10:00,Windy,Low ,scooter ,130
ywzc578276300,11.022477,76.995667,11.082477,77.055667,19:05:00,Sandstorms,Medium ,motorcycle ,60
lmfu333544668,22.307898,73.167788,22.357898,73.217788,22:40:00,Sunny,Low ,motorcycle ,145
snua054998769,17.431668,78.408321,17.481668,78.458321,20:45:00,Stormy,Jam ,scooter ,120
fgll449582692,23.351058,85.325731,23.391058,85.365731,17:15:00,Sunny,Medium ,scooter ,55
elqx886823325,15.544419,73.755736,15.634419,73.845736,19:05:00,Sunny,Medium ,scooter ,80
ppwt798233873,18.530963,73.828972,18.560963,73.858972,22:35:00,Cloudy,Low ,scooter ,85
syuh622853946,11.022169,76.999594,11.072169,77.049594,17:55:00,Fog,Medium ,motorcycle ,125
vjul560631263,11.001753,76.986241,11.011753,76.996241,10:40:00,Cloudy,Low ,scooter ,90
jtyb665748468,26.921411,75.793604,27.031411,75.903604,21:35:00,Windy,Jam ,scooter ,160
mcei556826843,21.175104,72.804342,21.285104,72.914342,22:15:00,Stormy,Jam ,scooter ,185
hbdf372141578,12.949934,77.699386,12.959934,77.709386,10:05:00,Stormy,Low ,motorcycle ,140
zjqe503133734,18.569156,73.774723,18.579156,73.784723,11:05:00,Fog,Low ,motorcycle ,95
ouxb500741833,26.90294,75.793007,26.96294,75.853007,22:10:00,Fog,Jam ,motorcycle ,135
yway073344258,21.157735,72.768778,21.237735,72.848778,20:50:00,Sandstorms,Jam ,motorcycle ,160
abvi471090977,12.321214,76.621094,12.361214,76.661094,15:00:00,Sunny,High ,scooter ,120
azwj852419682,18.593481,73.785901,18.673481,73.865901,0:00:00,Windy,Low ,motorcycle ,145
ujkm991785427,0,0,0.04,0.04,13:50:00,Fog,High ,scooter ,125
sjdf533179381,26.910262,75.783013,27.000262,75.873013,17:30:00,Windy,Medium ,motorcycle ,165
wbmq596917242,12.970324,77.645748,13.060324,77.735748,20:10:00,Stormy,Jam ,scooter ,200
xbwf008704744,17.429585,78.392621,17.459585,78.422621,21:05:00,Stormy,Jam ,motorcycle ,155
gzfr963529858,22.311603,73.165012,22.341603,73.195012,21:35:00,Stormy,Jam ,scooter ,160
yqva164231827,21.160437,72.774209,21.290437,72.904209,20:35:00,Sandstorms,Jam ,scooter ,80
xyyn048982179,13.02978,80.208812,13.15978,80.338812,17:30:00,Stormy,Medium ,scooter ,150
sksp633257690,18.546258,73.904337,18.636258,73.994337,18:10:00,Sandstorms,Medium ,motorcycle ,195
zttu486770955,11.02091,76.940432,11.09091,77.010432,17:35:00,Sandstorms,Medium ,van,195
ynte151163121,11.022477,76.995667,11.132477,77.105667,17:25:00,Stormy,Medium ,motorcycle ,150
zxbo544001121,21.186884,72.793616,21.316884,72.923616,20:25:00,Sandstorms,Jam ,motorcycle ,175
rxsl236260538,26.892312,75.806896,26.932312,75.846896,15:45:00,Sandstorms,Medium ,motorcycle ,140
gtpq528213779,19.055831,72.833984,19.105831,72.883984,20:50:00,Stormy,Jam ,motorcycle ,125
uizk791300650,18.569156,73.774723,18.589156,73.794723,12:05:00,Sandstorms,High ,motorcycle ,150
rnxe169236609,19.091458,72.827808,19.131458,72.867808,13:05:00,Sunny,High ,scooter ,85
dhpp321348306,21.175975,72.795503,21.255975,72.875503,21:35:00,Sandstorms,Jam ,motorcycle ,175
ywxc087983672,23.374989,85.335486,23.384989,85.345486,8:30:00,Cloudy,Low ,motorcycle ,90
etbs054349621,21.17106,72.789292,21.23106,72.849292,22:20:00,Fog,Low ,motorcycle ,85
auzn384622842,11.024839,77.007003,11.084839,77.067003,22:00:00,Windy,Jam ,motorcycle ,225
lucj930993614,0,0,0.08,0.08,22:20:00,Sunny,Low ,motorcycle ,100
scvv475405382,26.914142,75.805704,26.954142,75.845704,15:25:00,Fog,Medium ,motorcycle ,90
gifj074075379,22.651847,75.881991,22.761847,75.991991,18:25:00,Sunny,Medium ,motorcycle ,165
ykgc916196394,23.232357,77.429989,23.342357,77.539989,22:55:00,Stormy,Low ,motorcycle ,21
xlrl957758595,18.539299,73.897902,18.649299,74.007902,21:50:00,Sunny,Jam ,scooter ,90
tuja213388049,17.458998,78.500366,17.548998,78.590366,20:45:00,Fog,Jam ,scooter ,210
ugdo005560853,19.120083,72.907385,19.210083,72.997385,0:10:00,Stormy,Low ,motorcycle ,75
wwrv654597561,0,0,0.09,0.09,20:35:00,Fog,Jam ,motorcycle ,245
cjkb682529361,18.55144,73.804855,18.58144,73.834855,23:40:00,Sandstorms,Low ,motorcycle ,125
jxwt554960674,21.160522,72.771477,21.290522,72.901477,20:00:00,Fog,Jam ,motorcycle ,240
hxnd770326699,12.914264,77.6784,12.934264,77.6984,8:40:00,Windy,Low ,motorcycle ,23
wibp451597141,22.515082,88.36783,22.555082,88.40783,16:50:00,Windy,Medium ,motorcycle ,145
vazc972517325,12.972532,77.608179,13.032532,77.668179,20:50:00,Sandstorms,Jam ,motorcycle ,60
rjbv743033535,19.131141,72.813074,19.19114,72.873074,23:00:00,Fog,Low ,motorcycle ,135
iqjj263514185,12.310972,76.659264,12.400972,76.749264,20:00:00,Stormy,Jam ,motorcycle ,140
hkba780132159,12.352058,76.60665,12.392058,76.64665,13:55:00,Sunny,High ,motorcycle ,230
xzrq117276316,12.284747,76.625861,12.314747,76.655861,23:00:00,Windy,Low ,scooter ,130
rmgg309463866,30.892978,75.821847,31.022978,75.951847,20:50:00,Sandstorms,Jam ,motorcycle ,25
erom032268806,22.753839,75.897429,22.883838,76.027429,21:30:00,Sandstorms,Jam ,motorcycle ,190
sips829228298,0,0,0.01,0.01,9:25:00,Stormy,Low ,motorcycle ,115
ggsn961999178,13.058616,80.264151,13.188616,80.394151,22:50:00,Windy,Low ,scooter ,75
ebub567728147,17.410371,78.437225,17.440371,78.467225,18:45:00,Windy,Medium ,motorcycle ,115
tood644099767,19.1813,72.836191,19.2913,72.946191,22:35:00,Windy,Low ,motorcycle ,80
sfpk364532425,27.160934,78.044095,27.250934,78.134095,19:50:00,Sunny,Jam ,motorcycle ,75
xvjc759887428,12.98041,77.640489,13.03041,77.690489,23:35:00,Fog,Low ,scooter ,18
otjo959037883,22.308096,73.167753,22.328096,73.187753,10:45:00,Stormy,Low ,motorcycle ,85
qoij311173971,23.359194,85.325447,23.389194,85.355447,19:45:00,Fog,Jam ,motorcycle ,100
nxqk892136794,0,0,0.06,0.06,20:20:00,Stormy,Jam ,van,140
hsip294182703,9.985497,76.276999,10.065497,76.356999,23:45:00,Fog,Low ,motorcycle ,185
ngsu897137947,12.299524,76.64262,12.409524,76.75262,22:45:00,Stormy,Low ,motorcycle ,80
smzd684277618,22.695207,75.866059,22.785207,75.956059,18:10:00,Windy,Medium ,van,27
mooi657427666,18.51421,73.838429,18.60421,73.928429,19:50:00,Stormy,Jam ,motorcycle ,140
sosf656040702,26.921411,75.793604,26.981411,75.853604,0:10:00,Windy,Low ,van,75
xdbl711015567,22.745049,75.892471,22.835049,75.982471,21:25:00,Sunny,Jam ,scooter ,125
ifyn279522165,23.374878,85.335739,23.484878,85.445739,22:30:00,Fog,Low ,van,130
mkov854924222,23.351489,85.324253,23.401489,85.374253,22:55:00,Sandstorms,Low ,motorcycle ,95
pxdf760012727,0,0,0.07,0.07,20:00:00,Sandstorms,Jam ,motorcycle ,195
ntih719509116,26.47775,80.351569,26.52775,80.401569,21:35:00,Cloudy,Jam ,scooter ,195
xiwb702665854,21.170096,72.789122,21.240096,72.859122,21:25:00,Stormy,Jam ,van,210
txxd433335739,19.22384,72.841347,19.31384,72.931347,21:50:00,Sunny,Jam ,scooter ,90
nnmq555289643,12.337928,76.617889,12.447928,76.727889,20:05:00,Fog,Jam ,scooter ,240
kkas549034701,23.264015,77.408236,23.374015,77.518236,18:55:00,Sandstorms,Medium ,motorcycle ,135
zadl014265107,21.173493,72.801953,21.223493,72.851953,19:55:00,Windy,Jam ,motorcycle ,185
zsuq188608410,23.214459,77.434976,23.234459,77.454976,9:00:00,Sandstorms,Low ,motorcycle ,130
this990144566,10.000706,76.349516,10.010706,76.359516,10:40:00,Sandstorms,Low ,motorcycle ,130
ewqv824715436,22.745536,75.893106,22.855536,76.003106,22:40:00,Cloudy,Low ,scooter ,135
zxzi952698988,26.911378,75.789034,27.051378,75.929034,17:55:00,Sunny,Medium ,motorcycle ,125
rbtp001288186,12.337978,76.616792,12.447978,76.726792,20:15:00,Sandstorms,Jam ,motorcycle ,110
bwel617270958,19.874103,75.368419,19.924103,75.418419,21:20:00,Sunny,Jam ,motorcycle ,115
